date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:48:17	121259/121259	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2030%20Mar%202022%2003:16:35%20GMT	https://webmail.gigared.com/cPanel_magic_revision_1386192030/unprotected/cpanel/fonts/open_sans/OpenSans-ExtraBoldItalic-webfont.svg	C:/My%20Web%20Sites/mette/webmail.gigared.com/cPanel_magic_revision_1386192030/unprotected/cpanel/fonts/open_sans/OpenSans-ExtraBoldItalic-webfont.svg	(from https://webmail.gigared.com/cPanel_magic_revision_1386192030/unprotected/cpanel/fonts/open_sans/open_sans.min.css)
05:48:18	119184/119184	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2030%20Mar%202022%2003:16:35%20GMT	https://webmail.gigared.com/cPanel_magic_revision_1386192030/unprotected/cpanel/fonts/open_sans/OpenSans-ExtraBold-webfont.svg	C:/My%20Web%20Sites/mette/webmail.gigared.com/cPanel_magic_revision_1386192030/unprotected/cpanel/fonts/open_sans/OpenSans-ExtraBold-webfont.svg	(from https://webmail.gigared.com/cPanel_magic_revision_1386192030/unprotected/cpanel/fonts/open_sans/open_sans.min.css)
05:48:18	122495/122495	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2030%20Mar%202022%2003:16:35%20GMT	https://webmail.gigared.com/cPanel_magic_revision_1386192030/unprotected/cpanel/fonts/open_sans/OpenSans-Italic-webfont.svg	C:/My%20Web%20Sites/mette/webmail.gigared.com/cPanel_magic_revision_1386192030/unprotected/cpanel/fonts/open_sans/OpenSans-Italic-webfont.svg	(from https://webmail.gigared.com/cPanel_magic_revision_1386192030/unprotected/cpanel/fonts/open_sans/open_sans.min.css)
05:48:21	122968/122968	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2030%20Mar%202022%2003:16:35%20GMT	https://webmail.gigared.com/cPanel_magic_revision_1386192030/unprotected/cpanel/fonts/open_sans/OpenSans-LightItalic-webfont.svg	C:/My%20Web%20Sites/mette/webmail.gigared.com/cPanel_magic_revision_1386192030/unprotected/cpanel/fonts/open_sans/OpenSans-LightItalic-webfont.svg	(from https://webmail.gigared.com/cPanel_magic_revision_1386192030/unprotected/cpanel/fonts/open_sans/open_sans.min.css)
05:48:21	117270/117270	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2030%20Mar%202022%2003:16:35%20GMT	https://webmail.gigared.com/cPanel_magic_revision_1386192030/unprotected/cpanel/fonts/open_sans/OpenSans-Light-webfont.svg	C:/My%20Web%20Sites/mette/webmail.gigared.com/cPanel_magic_revision_1386192030/unprotected/cpanel/fonts/open_sans/OpenSans-Light-webfont.svg	(from https://webmail.gigared.com/cPanel_magic_revision_1386192030/unprotected/cpanel/fonts/open_sans/open_sans.min.css)
05:48:22	119399/119399	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2030%20Mar%202022%2003:16:35%20GMT	https://webmail.gigared.com/cPanel_magic_revision_1386192030/unprotected/cpanel/fonts/open_sans/OpenSans-Regular-webfont.svg	C:/My%20Web%20Sites/mette/webmail.gigared.com/cPanel_magic_revision_1386192030/unprotected/cpanel/fonts/open_sans/OpenSans-Regular-webfont.svg	(from https://webmail.gigared.com/cPanel_magic_revision_1386192030/unprotected/cpanel/fonts/open_sans/open_sans.min.css)
05:48:22	1026/1026	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Jan%202021%2022:13:56%20GMT	https://webmail.gigared.com/cPanel_magic_revision_1610662436/unprotected/cpanel/images/notice-error.png	C:/My%20Web%20Sites/mette/webmail.gigared.com/cPanel_magic_revision_1610662436/unprotected/cpanel/images/notice-error.png	(from https://webmail.gigared.com/cPanel_magic_revision_1591239677/unprotected/cpanel/style_v2_optimized.css)
05:48:23	976/976	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Jan%202021%2022:13:56%20GMT	https://webmail.gigared.com/cPanel_magic_revision_1610662436/unprotected/cpanel/images/notice-info.png	C:/My%20Web%20Sites/mette/webmail.gigared.com/cPanel_magic_revision_1610662436/unprotected/cpanel/images/notice-info.png	(from https://webmail.gigared.com/cPanel_magic_revision_1591239677/unprotected/cpanel/style_v2_optimized.css)
05:48:24	962/962	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Jan%202021%2022:13:56%20GMT	https://webmail.gigared.com/cPanel_magic_revision_1610662436/unprotected/cpanel/images/notice-success.png	C:/My%20Web%20Sites/mette/webmail.gigared.com/cPanel_magic_revision_1610662436/unprotected/cpanel/images/notice-success.png	(from https://webmail.gigared.com/cPanel_magic_revision_1591239677/unprotected/cpanel/style_v2_optimized.css)
05:48:24	118464/118464	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2030%20Mar%202022%2003:16:35%20GMT	https://webmail.gigared.com/cPanel_magic_revision_1386192030/unprotected/cpanel/fonts/open_sans/OpenSans-Semibold-webfont.svg	C:/My%20Web%20Sites/mette/webmail.gigared.com/cPanel_magic_revision_1386192030/unprotected/cpanel/fonts/open_sans/OpenSans-Semibold-webfont.svg	(from https://webmail.gigared.com/cPanel_magic_revision_1386192030/unprotected/cpanel/fonts/open_sans/open_sans.min.css)
05:48:24	122491/122491	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2030%20Mar%202022%2003:16:35%20GMT	https://webmail.gigared.com/cPanel_magic_revision_1386192030/unprotected/cpanel/fonts/open_sans/OpenSans-SemiboldItalic-webfont.svg	C:/My%20Web%20Sites/mette/webmail.gigared.com/cPanel_magic_revision_1386192030/unprotected/cpanel/fonts/open_sans/OpenSans-SemiboldItalic-webfont.svg	(from https://webmail.gigared.com/cPanel_magic_revision_1386192030/unprotected/cpanel/fonts/open_sans/open_sans.min.css)
05:48:24	1060/1060	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Jan%202021%2022:13:56%20GMT	https://webmail.gigared.com/cPanel_magic_revision_1610662436/unprotected/cpanel/images/warning.png	C:/My%20Web%20Sites/mette/webmail.gigared.com/cPanel_magic_revision_1610662436/unprotected/cpanel/images/warning.png	(from https://webmail.gigared.com/cPanel_magic_revision_1591239677/unprotected/cpanel/style_v2_optimized.css)
05:48:25	205/205	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Jan%202021%2022:13:56%20GMT	https://webmail.gigared.com/cPanel_magic_revision_1610662436/unprotected/cpanel/images/or-separator-line.png	C:/My%20Web%20Sites/mette/webmail.gigared.com/cPanel_magic_revision_1610662436/unprotected/cpanel/images/or-separator-line.png	(from https://webmail.gigared.com/cPanel_magic_revision_1591239677/unprotected/cpanel/style_v2_optimized.css)
05:48:25	320/320	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Jan%202021%2022:13:56%20GMT	https://webmail.gigared.com/cPanel_magic_revision_1610662436/unprotected/cpanel/images/icon-username.png	C:/My%20Web%20Sites/mette/webmail.gigared.com/cPanel_magic_revision_1610662436/unprotected/cpanel/images/icon-username.png	(from https://webmail.gigared.com/cPanel_magic_revision_1591239677/unprotected/cpanel/style_v2_optimized.css)
05:48:26	450/450	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Jan%202021%2022:13:56%20GMT	https://webmail.gigared.com/cPanel_magic_revision_1610662436/unprotected/cpanel/images/icon-password.png	C:/My%20Web%20Sites/mette/webmail.gigared.com/cPanel_magic_revision_1610662436/unprotected/cpanel/images/icon-password.png	(from https://webmail.gigared.com/cPanel_magic_revision_1591239677/unprotected/cpanel/style_v2_optimized.css)
05:48:26	1002/1002	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Jan%202021%2022:13:56%20GMT	https://webmail.gigared.com/cPanel_magic_revision_1610662436/unprotected/cpanel/images/icon-envelope.png	C:/My%20Web%20Sites/mette/webmail.gigared.com/cPanel_magic_revision_1610662436/unprotected/cpanel/images/icon-envelope.png	(from https://webmail.gigared.com/cPanel_magic_revision_1591239677/unprotected/cpanel/style_v2_optimized.css)
05:48:26	381/381	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Jan%202021%2022:13:56%20GMT	https://webmail.gigared.com/cPanel_magic_revision_1610662436/unprotected/cpanel/images/icon-token.png	C:/My%20Web%20Sites/mette/webmail.gigared.com/cPanel_magic_revision_1610662436/unprotected/cpanel/images/icon-token.png	(from https://webmail.gigared.com/cPanel_magic_revision_1591239677/unprotected/cpanel/style_v2_optimized.css)
05:48:27	293/293	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Jan%202021%2022:13:56%20GMT	https://webmail.gigared.com/cPanel_magic_revision_1610662436/unprotected/cpanel/images/login-error-close.png	C:/My%20Web%20Sites/mette/webmail.gigared.com/cPanel_magic_revision_1610662436/unprotected/cpanel/images/login-error-close.png	(from https://webmail.gigared.com/cPanel_magic_revision_1591239677/unprotected/cpanel/style_v2_optimized.css)
